danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name,artist_name
0.41,0.106,1,-23.86,1,0.034,0.959,0.862,0.115,0.148,136.604,audio_features,3fiPnFQRoGCHnHijZs21br,spotify:track:3fiPnFQRoGCHnHijZs21br,https://api.spotify.com/v1/tracks/3fiPnFQRoGCHnHijZs21br,https://api.spotify.com/v1/audio-analysis/3fiPnFQRoGCHnHijZs21br,286827,4,I'll Only Miss Her,David Hazeltine
0.547,0.0608,2,-19.962,1,0.0317,0.883,0.552,0.0952,0.132,105.068,audio_features,65zFbHuyUdai6WFwtPAkix,spotify:track:65zFbHuyUdai6WFwtPAkix,https://api.spotify.com/v1/tracks/65zFbHuyUdai6WFwtPAkix,https://api.spotify.com/v1/audio-analysis/65zFbHuyUdai6WFwtPAkix,168190,4,Abisko,Norberg
0.475,0.105,9,-18.046,0,0.0351,0.962,0.695,0.115,0.0563,54.727,audio_features,05IRllaVkCLy5Iyz3JUXNC,spotify:track:05IRllaVkCLy5Iyz3JUXNC,https://api.spotify.com/v1/tracks/05IRllaVkCLy5Iyz3JUXNC,https://api.spotify.com/v1/audio-analysis/05IRllaVkCLy5Iyz3JUXNC,186665,4,Caerulea,Bladverk Band
0.335,0.0256,1,-27.863,1,0.0374,0.936,0.567,0.209,0.0459,86.791,audio_features,4wSCWNhOJnE6YobSMysBXa,spotify:track:4wSCWNhOJnE6YobSMysBXa,https://api.spotify.com/v1/tracks/4wSCWNhOJnE6YobSMysBXa,https://api.spotify.com/v1/audio-analysis/4wSCWNhOJnE6YobSMysBXa,491626,4,Where Stories Are,Enrico Pieranunzi
0.591,0.384,7,-12.646,0,0.044,0.169,0.603,0.0698,0.315,81.757,audio_features,22O3mkv6sEe3jpXRWXYFhY,spotify:track:22O3mkv6sEe3jpXRWXYFhY,https://api.spotify.com/v1/tracks/22O3mkv6sEe3jpXRWXYFhY,https://api.spotify.com/v1/audio-analysis/22O3mkv6sEe3jpXRWXYFhY,437133,4,Hearts Of Longing,Urban Knights
0.676,0.124,2,-16.939,1,0.0651,0.842,0.421,0.126,0.221,70.309,audio_features,5EV1wV9ZvK2PsSAwnJSNgb,spotify:track:5EV1wV9ZvK2PsSAwnJSNgb,https://api.spotify.com/v1/tracks/5EV1wV9ZvK2PsSAwnJSNgb,https://api.spotify.com/v1/audio-analysis/5EV1wV9ZvK2PsSAwnJSNgb,241227,4,"Gee Baby, Ain't I Good To You",Sonny Clark
0.698,0.0926,2,-20.716,0,0.05,0.861,0.49,0.0887,0.0961,81.187,audio_features,2Ob1A4itFyJWUa6fpwqAOs,spotify:track:2Ob1A4itFyJWUa6fpwqAOs,https://api.spotify.com/v1/tracks/2Ob1A4itFyJWUa6fpwqAOs,https://api.spotify.com/v1/audio-analysis/2Ob1A4itFyJWUa6fpwqAOs,253840,4,Have You Met Miss Jones?,Oscar Peterson Trio
0.395,0.121,9,-23.427,1,0.0327,0.935,0.397,0.697,0.139,114.521,audio_features,6yKkA8HzwWTZ5taIMaG4Nm,spotify:track:6yKkA8HzwWTZ5taIMaG4Nm,https://api.spotify.com/v1/tracks/6yKkA8HzwWTZ5taIMaG4Nm,https://api.spotify.com/v1/audio-analysis/6yKkA8HzwWTZ5taIMaG4Nm,297320,4,My Foolish Heart,Bill Evans Trio
0.571,0.349,0,-10.584,0,0.042,0.525,0.00273,0.14,0.62,118.673,audio_features,7lApnj6eswDJvT8mqGrut6,spotify:track:7lApnj6eswDJvT8mqGrut6,https://api.spotify.com/v1/tracks/7lApnj6eswDJvT8mqGrut6,https://api.spotify.com/v1/audio-analysis/7lApnj6eswDJvT8mqGrut6,291840,3,Alone Together,Sonny Stitt
0.27,0.688,0,-16.305,1,0.0547,0.973,0.884,0.669,0.219,75.845,audio_features,4FMI4Ln1LhyxGldkNXan5e,spotify:track:4FMI4Ln1LhyxGldkNXan5e,https://api.spotify.com/v1/tracks/4FMI4Ln1LhyxGldkNXan5e,https://api.spotify.com/v1/audio-analysis/4FMI4Ln1LhyxGldkNXan5e,416840,4,"Köln, January 24, 1975, Pt. II C - Live",Keith Jarrett
0.437,0.571,5,-10.685,0,0.0307,0.59,0.929,0.112,0.367,115.778,audio_features,2clRgnOCJYG4f6sTs41ZEz,spotify:track:2clRgnOCJYG4f6sTs41ZEz,https://api.spotify.com/v1/tracks/2clRgnOCJYG4f6sTs41ZEz,https://api.spotify.com/v1/audio-analysis/2clRgnOCJYG4f6sTs41ZEz,375585,3,Now!,Adrien Chicot
0.528,0.413,10,-12.526,0,0.0456,0.675,0.821,0.703,0.614,128.35,audio_features,1DHcxyidfJwyZEaI9XQe7C,spotify:track:1DHcxyidfJwyZEaI9XQe7C,https://api.spotify.com/v1/tracks/1DHcxyidfJwyZEaI9XQe7C,https://api.spotify.com/v1/audio-analysis/1DHcxyidfJwyZEaI9XQe7C,465400,4,Who’s Got It - Live at Montmartre 2020,Bévort 3
0.451,0.492,0,-12.379,1,0.0305,0.415,0.864,0.11,0.582,96.206,audio_features,03e5qKtVL9lUEzQzua1J3a,spotify:track:03e5qKtVL9lUEzQzua1J3a,https://api.spotify.com/v1/tracks/03e5qKtVL9lUEzQzua1J3a,https://api.spotify.com/v1/audio-analysis/03e5qKtVL9lUEzQzua1J3a,400107,4,Glauco,Edu Ribeiro
0.545,0.312,9,-15.989,0,0.0298,0.842,0.91,0.117,0.179,132.351,audio_features,4D0qwQiBn86Ylr20h3DNFx,spotify:track:4D0qwQiBn86Ylr20h3DNFx,https://api.spotify.com/v1/tracks/4D0qwQiBn86Ylr20h3DNFx,https://api.spotify.com/v1/audio-analysis/4D0qwQiBn86Ylr20h3DNFx,182250,4,Seclusion,Red Gazelle Trio
0.526,0.0872,7,-20.09,1,0.0434,0.984,0.951,0.109,0.0917,92.349,audio_features,2i6UvEb8X7i2oQTVHah3pV,spotify:track:2i6UvEb8X7i2oQTVHah3pV,https://api.spotify.com/v1/tracks/2i6UvEb8X7i2oQTVHah3pV,https://api.spotify.com/v1/audio-analysis/2i6UvEb8X7i2oQTVHah3pV,207125,4,Very Early,Bleecker Jazz Duo
0.691,0.179,7,-15.682,1,0.0373,0.842,0.931,0.0943,0.222,108.573,audio_features,6zeTz2j5A9G6gEKi34ks05,spotify:track:6zeTz2j5A9G6gEKi34ks05,https://api.spotify.com/v1/tracks/6zeTz2j5A9G6gEKi34ks05,https://api.spotify.com/v1/audio-analysis/6zeTz2j5A9G6gEKi34ks05,205872,4,On a Clear Day (You Can See Forever),James Jackson Jazz Trio
0.391,0.0455,10,-30.177,0,0.047,0.939,0.693,0.695,0.0984,59.565,audio_features,6Izsb5iitILqdW45DTzmbu,spotify:track:6Izsb5iitILqdW45DTzmbu,https://api.spotify.com/v1/tracks/6Izsb5iitILqdW45DTzmbu,https://api.spotify.com/v1/audio-analysis/6Izsb5iitILqdW45DTzmbu,422933,4,Never Let Me Go,Keith Jarrett Trio
0.501,0.135,5,-15.075,1,0.0348,0.957,0.417,0.106,0.235,111.813,audio_features,3U1ar1FODMXKLBlF2yxSMl,spotify:track:3U1ar1FODMXKLBlF2yxSMl,https://api.spotify.com/v1/tracks/3U1ar1FODMXKLBlF2yxSMl,https://api.spotify.com/v1/audio-analysis/3U1ar1FODMXKLBlF2yxSMl,296246,4,Skylark,Geeder
0.803,0.278,10,-13.015,0,0.141,0.706,0.87,0.112,0.515,92.023,audio_features,5QXvre4KBjK3eIIGLxxRU6,spotify:track:5QXvre4KBjK3eIIGLxxRU6,https://api.spotify.com/v1/tracks/5QXvre4KBjK3eIIGLxxRU6,https://api.spotify.com/v1/audio-analysis/5QXvre4KBjK3eIIGLxxRU6,131500,4,Aurora,Pachakuti
0.635,0.315,8,-13.359,1,0.0281,0.9,0.803,0.326,0.149,131.806,audio_features,6iCsFk2zf1INRexhJQzRM0,spotify:track:6iCsFk2zf1INRexhJQzRM0,https://api.spotify.com/v1/tracks/6iCsFk2zf1INRexhJQzRM0,https://api.spotify.com/v1/audio-analysis/6iCsFk2zf1INRexhJQzRM0,252333,4,I Remember You,Ronny Jordan
0.638,0.489,6,-10.288,1,0.0391,0.892,0.919,0.203,0.476,82.01,audio_features,1xLU1zCbjo9HAoutmWsHlK,spotify:track:1xLU1zCbjo9HAoutmWsHlK,https://api.spotify.com/v1/tracks/1xLU1zCbjo9HAoutmWsHlK,https://api.spotify.com/v1/audio-analysis/1xLU1zCbjo9HAoutmWsHlK,314575,4,Exhale,Cindy Bradley
0.649,0.68,0,-7.929,1,0.0759,0.497,0.102,0.0877,0.671,77.958,audio_features,0Of0fM7dwXt3xQfQ0GKVpu,spotify:track:0Of0fM7dwXt3xQfQ0GKVpu,https://api.spotify.com/v1/tracks/0Of0fM7dwXt3xQfQ0GKVpu,https://api.spotify.com/v1/audio-analysis/0Of0fM7dwXt3xQfQ0GKVpu,271550,4,Black Dynamite,Julian Vaughn
0.419,0.0284,0,-24.09,1,0.0357,0.987,0.586,0.105,0.121,71.502,audio_features,3Gcpi1CwKoQtc8B3H2ZOIX,spotify:track:3Gcpi1CwKoQtc8B3H2ZOIX,https://api.spotify.com/v1/tracks/3Gcpi1CwKoQtc8B3H2ZOIX,https://api.spotify.com/v1/audio-analysis/3Gcpi1CwKoQtc8B3H2ZOIX,216360,4,Someone To Watch Over Me,Lee Konitz
0.45,0.0288,7,-17.388,1,0.0467,0.994,0.895,0.118,0.358,130.838,audio_features,5eFFsShr8vchESCk8HGxvn,spotify:track:5eFFsShr8vchESCk8HGxvn,https://api.spotify.com/v1/tracks/5eFFsShr8vchESCk8HGxvn,https://api.spotify.com/v1/audio-analysis/5eFFsShr8vchESCk8HGxvn,274333,4,"Goodbye, Old Girl",Art Farmer
0.386,0.075,5,-14.124,0,0.0348,0.985,0.904,0.0869,0.23,96.76,audio_features,2FnTwpi1PdHLjgHv4XQEFn,spotify:track:2FnTwpi1PdHLjgHv4XQEFn,https://api.spotify.com/v1/tracks/2FnTwpi1PdHLjgHv4XQEFn,https://api.spotify.com/v1/audio-analysis/2FnTwpi1PdHLjgHv4XQEFn,372787,4,I'm A Fool To Want You - 2006 Digital Remaster,Donald Byrd
0.42,0.116,0,-18.078,1,0.0419,0.943,0.0801,0.124,0.142,120.071,audio_features,0zDUzk5CwhgMctfuIP4eez,spotify:track:0zDUzk5CwhgMctfuIP4eez,https://api.spotify.com/v1/tracks/0zDUzk5CwhgMctfuIP4eez,https://api.spotify.com/v1/audio-analysis/0zDUzk5CwhgMctfuIP4eez,279013,4,Don't Love Me,Coleman Hawkins Quartet
0.531,0.128,2,-18.705,0,0.0424,0.946,0.801,0.0954,0.0672,110.854,audio_features,32pQP3XD7rIYraHKMVq9pu,spotify:track:32pQP3XD7rIYraHKMVq9pu,https://api.spotify.com/v1/tracks/32pQP3XD7rIYraHKMVq9pu,https://api.spotify.com/v1/audio-analysis/32pQP3XD7rIYraHKMVq9pu,635267,4,Stormy Weather,Red Garland Trio
0.422,0.0793,3,-23.268,1,0.0487,0.958,0.878,0.713,0.119,139.312,audio_features,6Pt0wJ4tViQRRcZBKHx3qx,spotify:track:6Pt0wJ4tViQRRcZBKHx3qx,https://api.spotify.com/v1/tracks/6Pt0wJ4tViQRRcZBKHx3qx,https://api.spotify.com/v1/audio-analysis/6Pt0wJ4tViQRRcZBKHx3qx,590667,1,The Folks Who Live on the Hill - Live,Brad Mehldau
0.487,0.228,10,-9.211,1,0.0438,0.954,0.000408,0.0737,0.197,61.598,audio_features,37MsN9jkHraBoRU0rbl64A,spotify:track:37MsN9jkHraBoRU0rbl64A,https://api.spotify.com/v1/tracks/37MsN9jkHraBoRU0rbl64A,https://api.spotify.com/v1/audio-analysis/37MsN9jkHraBoRU0rbl64A,409840,4,(It Will Have To Do) Until The Real Thing Comes Along - Remastered,Dexter Gordon
0.48,0.0663,7,-19.529,1,0.045,0.945,0.92,0.124,0.0772,96.096,audio_features,70BXRAXtYxQdNQnkq6aljf,spotify:track:70BXRAXtYxQdNQnkq6aljf,https://api.spotify.com/v1/tracks/70BXRAXtYxQdNQnkq6aljf,https://api.spotify.com/v1/audio-analysis/70BXRAXtYxQdNQnkq6aljf,203671,4,Turn Out the Stars,Tyrone Coates & Friends
0.479,0.115,4,-20.306,0,0.0343,0.936,0.756,0.152,0.115,116.047,audio_features,5gvPQHCaeoHCG7pKse1VqO,spotify:track:5gvPQHCaeoHCG7pKse1VqO,https://api.spotify.com/v1/tracks/5gvPQHCaeoHCG7pKse1VqO,https://api.spotify.com/v1/audio-analysis/5gvPQHCaeoHCG7pKse1VqO,310450,4,The ballad of sad young men,The Collective
0.45,0.0533,3,-19.282,1,0.0357,0.973,0.829,0.181,0.098,104.326,audio_features,5l0TSFftfKMk7FF84EO7FO,spotify:track:5l0TSFftfKMk7FF84EO7FO,https://api.spotify.com/v1/tracks/5l0TSFftfKMk7FF84EO7FO,https://api.spotify.com/v1/audio-analysis/5l0TSFftfKMk7FF84EO7FO,295253,4,What Is There To Say?,Bill Evans
0.488,0.153,5,-17.966,1,0.033,0.918,0.384,0.141,0.155,143.907,audio_features,09YX8Z46RPayTuUF2Gmtiw,spotify:track:09YX8Z46RPayTuUF2Gmtiw,https://api.spotify.com/v1/tracks/09YX8Z46RPayTuUF2Gmtiw,https://api.spotify.com/v1/audio-analysis/09YX8Z46RPayTuUF2Gmtiw,206465,4,Lost and Found,Reese Quartet
0.548,0.302,5,-14.129,0,0.0375,0.92,0.473,0.162,0.161,117.119,audio_features,70HkX7bVUQaKxUFb0QpkzU,spotify:track:70HkX7bVUQaKxUFb0QpkzU,https://api.spotify.com/v1/tracks/70HkX7bVUQaKxUFb0QpkzU,https://api.spotify.com/v1/audio-analysis/70HkX7bVUQaKxUFb0QpkzU,215335,4,Gloria's Step,Stephen Hall-Jones
0.553,0.0456,10,-22.265,1,0.0353,0.971,0.844,0.119,0.202,102.737,audio_features,5skJZRiUtObQ6tR130S5O1,spotify:track:5skJZRiUtObQ6tR130S5O1,https://api.spotify.com/v1/tracks/5skJZRiUtObQ6tR130S5O1,https://api.spotify.com/v1/audio-analysis/5skJZRiUtObQ6tR130S5O1,161752,4,Everything Happens To Me,LaSalle Street Trio
0.442,0.118,10,-16.707,1,0.0343,0.973,0.38,0.143,0.412,97.771,audio_features,18hwNCTbIso4xsWBUo0XlT,spotify:track:18hwNCTbIso4xsWBUo0XlT,https://api.spotify.com/v1/tracks/18hwNCTbIso4xsWBUo0XlT,https://api.spotify.com/v1/audio-analysis/18hwNCTbIso4xsWBUo0XlT,358360,4,Deep In A Dream,Hank Mobley
0.415,0.0611,5,-16.875,1,0.0391,0.957,0.179,0.154,0.115,93.465,audio_features,1PMdnh8JihyvccTeC16XwB,spotify:track:1PMdnh8JihyvccTeC16XwB,https://api.spotify.com/v1/tracks/1PMdnh8JihyvccTeC16XwB,https://api.spotify.com/v1/audio-analysis/1PMdnh8JihyvccTeC16XwB,383627,3,Midnight Mood,Michael Brecker
0.375,0.162,3,-17.787,1,0.0437,0.943,0.897,0.178,0.153,178.721,audio_features,1D7BVIjNGLW0dBlD5NEmev,spotify:track:1D7BVIjNGLW0dBlD5NEmev,https://api.spotify.com/v1/tracks/1D7BVIjNGLW0dBlD5NEmev,https://api.spotify.com/v1/audio-analysis/1D7BVIjNGLW0dBlD5NEmev,324250,3,Everything To Me,CMC 3
0.707,0.437,4,-14.63,0,0.0447,0.2,0.838,0.0337,0.715,151.481,audio_features,2hcMx8eNF3f2gi5B1oY6Eo,spotify:track:2hcMx8eNF3f2gi5B1oY6Eo,https://api.spotify.com/v1/tracks/2hcMx8eNF3f2gi5B1oY6Eo,https://api.spotify.com/v1/audio-analysis/2hcMx8eNF3f2gi5B1oY6Eo,308133,4,Treasure Hunt,Dan Siegel
0.558,0.543,4,-9.36,1,0.0366,0.56,0.83,0.104,0.601,168.049,audio_features,4EWxGABVBAMcchzJPToJQz,spotify:track:4EWxGABVBAMcchzJPToJQz,https://api.spotify.com/v1/tracks/4EWxGABVBAMcchzJPToJQz,https://api.spotify.com/v1/audio-analysis/4EWxGABVBAMcchzJPToJQz,276333,4,Groovin' In Philly,Gail Jhonson
0.559,0.272,0,-13.999,1,0.0562,0.76,0.0809,0.0848,0.497,111.738,audio_features,21yAA8fIZEYrfITyQqcL3U,spotify:track:21yAA8fIZEYrfITyQqcL3U,https://api.spotify.com/v1/tracks/21yAA8fIZEYrfITyQqcL3U,https://api.spotify.com/v1/audio-analysis/21yAA8fIZEYrfITyQqcL3U,398920,4,Hoe Down,Stephen Riley
0.583,0.461,5,-9.58,0,0.0482,0.668,0.17,0.162,0.516,131.878,audio_features,7Kwi4xmgY4qQwOhBe0zsbh,spotify:track:7Kwi4xmgY4qQwOhBe0zsbh,https://api.spotify.com/v1/tracks/7Kwi4xmgY4qQwOhBe0zsbh,https://api.spotify.com/v1/audio-analysis/7Kwi4xmgY4qQwOhBe0zsbh,545347,4,Blues Inn - Remastered,Jackie McLean
0.513,0.242,8,-17.455,1,0.0388,0.824,0.879,0.083,0.216,117.618,audio_features,6RQBoUXjtB1YmUjtPb9WbA,spotify:track:6RQBoUXjtB1YmUjtPb9WbA,https://api.spotify.com/v1/tracks/6RQBoUXjtB1YmUjtPb9WbA,https://api.spotify.com/v1/audio-analysis/6RQBoUXjtB1YmUjtPb9WbA,405480,4,The Duke,Bill Charlap Trio
0.32,0.11,4,-21.339,1,0.047,0.926,0.817,0.0995,0.169,61.852,audio_features,2OQiiPnoC7h2v3UprQa3zP,spotify:track:2OQiiPnoC7h2v3UprQa3zP,https://api.spotify.com/v1/tracks/2OQiiPnoC7h2v3UprQa3zP,https://api.spotify.com/v1/audio-analysis/2OQiiPnoC7h2v3UprQa3zP,312453,4,I'll Know,Bill Charlap Trio
0.436,0.0726,1,-24.535,0,0.054,0.699,0.601,0.0993,0.0853,179.48,audio_features,6lpUeTYRtxreTFCUkUHYxr,spotify:track:6lpUeTYRtxreTFCUkUHYxr,https://api.spotify.com/v1/tracks/6lpUeTYRtxreTFCUkUHYxr,https://api.spotify.com/v1/audio-analysis/6lpUeTYRtxreTFCUkUHYxr,320373,3,Street Of Dreams,Bill Charlap Trio
0.453,0.5,9,-11.109,0,0.0346,0.255,4.78e-05,0.0829,0.371,112.652,audio_features,3mveZ5nEgrccXuBmk0VKmJ,spotify:track:3mveZ5nEgrccXuBmk0VKmJ,https://api.spotify.com/v1/tracks/3mveZ5nEgrccXuBmk0VKmJ,https://api.spotify.com/v1/audio-analysis/3mveZ5nEgrccXuBmk0VKmJ,316200,4,Desert Moonlight,Louis Hayes
0.476,0.458,0,-11.028,1,0.0275,0.534,3.15e-05,0.0966,0.374,100.99,audio_features,56r7qwEjOZeZCzaN0g4v1S,spotify:track:56r7qwEjOZeZCzaN0g4v1S,https://api.spotify.com/v1/tracks/56r7qwEjOZeZCzaN0g4v1S,https://api.spotify.com/v1/audio-analysis/56r7qwEjOZeZCzaN0g4v1S,347467,4,Crisis,Louis Hayes
0.401,0.504,1,-10.396,1,0.0291,0.38,0.000124,0.125,0.491,103.11,audio_features,3qSUNBKnLfEAs3guB6uAcT,spotify:track:3qSUNBKnLfEAs3guB6uAcT,https://api.spotify.com/v1/tracks/3qSUNBKnLfEAs3guB6uAcT,https://api.spotify.com/v1/audio-analysis/3qSUNBKnLfEAs3guB6uAcT,340520,3,Oxygen,Louis Hayes
0.466,0.352,10,-13.712,0,0.04,0.886,0.923,0.0712,0.325,115.959,audio_features,7oECmTNQ9p1W1l6vbcZ1Nm,spotify:track:7oECmTNQ9p1W1l6vbcZ1Nm,https://api.spotify.com/v1/tracks/7oECmTNQ9p1W1l6vbcZ1Nm,https://api.spotify.com/v1/audio-analysis/7oECmTNQ9p1W1l6vbcZ1Nm,453947,4,El Escorial,Mareike Wiening
0.535,0.409,10,-12.511,0,0.0299,0.954,0.898,0.134,0.144,113.063,audio_features,3oKrplGp1J01zASvRGSiOO,spotify:track:3oKrplGp1J01zASvRGSiOO,https://api.spotify.com/v1/tracks/3oKrplGp1J01zASvRGSiOO,https://api.spotify.com/v1/audio-analysis/3oKrplGp1J01zASvRGSiOO,450387,4,An Idea Is Unpredictable,Mareike Wiening
0.519,0.366,11,-12.168,0,0.0376,0.957,0.392,0.0946,0.343,123.312,audio_features,4CM0PoWdYeead1nHc1lEE3,spotify:track:4CM0PoWdYeead1nHc1lEE3,https://api.spotify.com/v1/tracks/4CM0PoWdYeead1nHc1lEE3,https://api.spotify.com/v1/audio-analysis/4CM0PoWdYeead1nHc1lEE3,352607,3,Teltwo,Sebastian Böhlen Trio
0.336,0.147,8,-16.358,1,0.0331,0.89,0.00138,0.101,0.112,102.935,audio_features,5C3qk8Vl2a5aMSr8lkDrnC,spotify:track:5C3qk8Vl2a5aMSr8lkDrnC,https://api.spotify.com/v1/tracks/5C3qk8Vl2a5aMSr8lkDrnC,https://api.spotify.com/v1/audio-analysis/5C3qk8Vl2a5aMSr8lkDrnC,511504,4,What a Wonderful World,Katrine Madsen
0.332,0.046,8,-19.583,1,0.0328,0.992,0.935,0.103,0.0525,71.073,audio_features,0v33j4s3biwKiq2P9FKksr,spotify:track:0v33j4s3biwKiq2P9FKksr,https://api.spotify.com/v1/tracks/0v33j4s3biwKiq2P9FKksr,https://api.spotify.com/v1/audio-analysis/0v33j4s3biwKiq2P9FKksr,314253,3,Melancholia,Fredrik Nordström
0.517,0.228,10,-16.655,0,0.0373,0.931,0.922,0.108,0.193,115.133,audio_features,0M4VqxRX9IccPfKNWSZXEB,spotify:track:0M4VqxRX9IccPfKNWSZXEB,https://api.spotify.com/v1/tracks/0M4VqxRX9IccPfKNWSZXEB,https://api.spotify.com/v1/audio-analysis/0M4VqxRX9IccPfKNWSZXEB,423520,4,Giving Rise To Doubt,Anthony Wonsey
0.485,0.4,2,-12.814,1,0.0333,0.771,0.729,0.11,0.444,96.725,audio_features,0VlbdAbSC4AJbX1am7L9jZ,spotify:track:0VlbdAbSC4AJbX1am7L9jZ,https://api.spotify.com/v1/tracks/0VlbdAbSC4AJbX1am7L9jZ,https://api.spotify.com/v1/audio-analysis/0VlbdAbSC4AJbX1am7L9jZ,424520,4,I Didn't Know What Time It Was,Anthony Wonsey
0.426,0.155,9,-22.141,0,0.0348,0.924,0.81,0.134,0.19,135.96,audio_features,1nRGAGINbbYLTSHhEvELoO,spotify:track:1nRGAGINbbYLTSHhEvELoO,https://api.spotify.com/v1/tracks/1nRGAGINbbYLTSHhEvELoO,https://api.spotify.com/v1/audio-analysis/1nRGAGINbbYLTSHhEvELoO,312667,4,I Fall In Love Too Easily,Keith Jarrett
0.379,0.357,2,-15.872,1,0.0324,0.668,0.175,0.12,0.398,131.137,audio_features,1MZUSR2RhTFy2g1m0OmC2l,spotify:track:1MZUSR2RhTFy2g1m0OmC2l,https://api.spotify.com/v1/tracks/1MZUSR2RhTFy2g1m0OmC2l,https://api.spotify.com/v1/audio-analysis/1MZUSR2RhTFy2g1m0OmC2l,429621,4,Paris ZYKLUS Gare de l'Est,Rebecca Trescher
0.29,0.276,2,-17.861,1,0.0304,0.691,0.228,0.0923,0.114,92.547,audio_features,3fmxGbk1nKmQeJHQHyTjjM,spotify:track:3fmxGbk1nKmQeJHQHyTjjM,https://api.spotify.com/v1/tracks/3fmxGbk1nKmQeJHQHyTjjM,https://api.spotify.com/v1/audio-analysis/3fmxGbk1nKmQeJHQHyTjjM,522568,4,Paris ZYKLUS Marais,Rebecca Trescher
0.584,0.258,1,-19.375,1,0.0403,0.806,0.88,0.126,0.284,100.056,audio_features,1jfeTu7iQd0vhGSXJ1FEjw,spotify:track:1jfeTu7iQd0vhGSXJ1FEjw,https://api.spotify.com/v1/tracks/1jfeTu7iQd0vhGSXJ1FEjw,https://api.spotify.com/v1/audio-analysis/1jfeTu7iQd0vhGSXJ1FEjw,215200,4,Spring of Life,Daniel García Trio
0.676,0.481,1,-9.531,0,0.0272,0.61,0.882,0.0869,0.314,106.017,audio_features,6FMysTTg1YfzsAKHQ3D28G,spotify:track:6FMysTTg1YfzsAKHQ3D28G,https://api.spotify.com/v1/tracks/6FMysTTg1YfzsAKHQ3D28G,https://api.spotify.com/v1/audio-analysis/6FMysTTg1YfzsAKHQ3D28G,308693,3,Andrà bene,Lorenzo Tucci
0.727,0.353,7,-13.239,1,0.0273,0.741,0.842,0.303,0.242,120.097,audio_features,3vnljcRvXTwcuMx4YHfGcb,spotify:track:3vnljcRvXTwcuMx4YHfGcb,https://api.spotify.com/v1/tracks/3vnljcRvXTwcuMx4YHfGcb,https://api.spotify.com/v1/audio-analysis/3vnljcRvXTwcuMx4YHfGcb,289113,4,Kenzia,Lorenzo Tucci
0.583,0.453,7,-13.482,1,0.0307,0.825,0.941,0.209,0.374,92.787,audio_features,30KQLwDC4C0CAZzzMtLbMu,spotify:track:30KQLwDC4C0CAZzzMtLbMu,https://api.spotify.com/v1/tracks/30KQLwDC4C0CAZzzMtLbMu,https://api.spotify.com/v1/audio-analysis/30KQLwDC4C0CAZzzMtLbMu,294000,3,Pandaguru,Lorenzo Tucci
0.536,0.689,2,-7.488,0,0.108,0.489,0.917,0.109,0.851,131.3,audio_features,6kEJN6HvXRBVhFzLPn0aUm,spotify:track:6kEJN6HvXRBVhFzLPn0aUm,https://api.spotify.com/v1/tracks/6kEJN6HvXRBVhFzLPn0aUm,https://api.spotify.com/v1/audio-analysis/6kEJN6HvXRBVhFzLPn0aUm,183467,4,African Folk Song,Myele Manzanza
0.521,0.261,11,-15.92,1,0.0428,0.899,0.475,0.107,0.195,93.433,audio_features,5DmRYvdLWqFtGfUYN3eT1G,spotify:track:5DmRYvdLWqFtGfUYN3eT1G,https://api.spotify.com/v1/tracks/5DmRYvdLWqFtGfUYN3eT1G,https://api.spotify.com/v1/audio-analysis/5DmRYvdLWqFtGfUYN3eT1G,405933,4,Peepholes,Bryan Murray
0.338,0.505,1,-12.538,1,0.0472,0.967,0.925,0.702,0.0769,92.964,audio_features,1ofiRe7G2H8kvqp8EuAvxp,spotify:track:1ofiRe7G2H8kvqp8EuAvxp,https://api.spotify.com/v1/tracks/1ofiRe7G2H8kvqp8EuAvxp,https://api.spotify.com/v1/audio-analysis/1ofiRe7G2H8kvqp8EuAvxp,593244,3,Joanas Dance,Johannes Mössinger
0.378,0.333,7,-8.503,1,0.0309,0.856,0.88,0.361,0.107,123.817,audio_features,5ejW5BGrs2zEGUdOrcpULJ,spotify:track:5ejW5BGrs2zEGUdOrcpULJ,https://api.spotify.com/v1/tracks/5ejW5BGrs2zEGUdOrcpULJ,https://api.spotify.com/v1/audio-analysis/5ejW5BGrs2zEGUdOrcpULJ,393114,4,Alana Marie,Cory Weeds
0.458,0.488,2,-8.553,0,0.0291,0.644,0.958,0.408,0.443,141.009,audio_features,6xzfeB8CyG468wzC68mHI6,spotify:track:6xzfeB8CyG468wzC68mHI6,https://api.spotify.com/v1/tracks/6xzfeB8CyG468wzC68mHI6,https://api.spotify.com/v1/audio-analysis/6xzfeB8CyG468wzC68mHI6,414889,4,There's A Boat Leavin' Soon For New York,Cory Weeds
0.528,0.142,8,-17.824,1,0.0467,0.953,0.765,0.103,0.168,118.227,audio_features,1LHHMdF08ABc6nnrxpzLVx,spotify:track:1LHHMdF08ABc6nnrxpzLVx,https://api.spotify.com/v1/tracks/1LHHMdF08ABc6nnrxpzLVx,https://api.spotify.com/v1/audio-analysis/1LHHMdF08ABc6nnrxpzLVx,288615,4,If You Could See Me Now,Ben Besiakov
