danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name,artist_name
0.578,0.766,0,-6.872,0,0.028,0.0411,0.000362,0.0511,0.47,92.988,audio_features,7Ag7U0bb7vLIrW46Ft3WvO,spotify:track:7Ag7U0bb7vLIrW46Ft3WvO,https://api.spotify.com/v1/tracks/7Ag7U0bb7vLIrW46Ft3WvO,https://api.spotify.com/v1/audio-analysis/7Ag7U0bb7vLIrW46Ft3WvO,287400,4,Love Is On The Way,Dave Koz
0.717,0.659,0,-7.813,1,0.0275,0.0565,2.7e-05,0.0298,0.58,112.863,audio_features,3bEKLydNVwHoxDqIDuxwvP,spotify:track:3bEKLydNVwHoxDqIDuxwvP,https://api.spotify.com/v1/tracks/3bEKLydNVwHoxDqIDuxwvP,https://api.spotify.com/v1/audio-analysis/3bEKLydNVwHoxDqIDuxwvP,282958,4,The Bright Side,Dave Koz
0.377,0.216,8,-14.682,1,0.0422,0.981,0.134,0.967,0.172,152.113,audio_features,6iGYvKBlEhp5K5Ztm9klDx,spotify:track:6iGYvKBlEhp5K5Ztm9klDx,https://api.spotify.com/v1/tracks/6iGYvKBlEhp5K5Ztm9klDx,https://api.spotify.com/v1/audio-analysis/6iGYvKBlEhp5K5Ztm9klDx,262590,3,Nuvole bianche,Paolo Fresu
0.412,0.0565,5,-24.289,1,0.0532,0.945,0.477,0.754,0.142,84.502,audio_features,2PsKoDE3Q8R3kzQBPYMBRp,spotify:track:2PsKoDE3Q8R3kzQBPYMBRp,https://api.spotify.com/v1/tracks/2PsKoDE3Q8R3kzQBPYMBRp,https://api.spotify.com/v1/audio-analysis/2PsKoDE3Q8R3kzQBPYMBRp,601600,4,Old Folks,Brad Mehldau
0.37,0.104,0,-21.112,1,0.0364,0.929,0.908,0.144,0.134,78.729,audio_features,4PqiyUZuSwlssWRQPRkrFh,spotify:track:4PqiyUZuSwlssWRQPRkrFh,https://api.spotify.com/v1/tracks/4PqiyUZuSwlssWRQPRkrFh,https://api.spotify.com/v1/audio-analysis/4PqiyUZuSwlssWRQPRkrFh,600533,3,Prelude to a Kiss,Brad Mehldau
0.453,0.447,11,-11.317,1,0.247,0.838,1.2e-05,0.234,0.792,182.441,audio_features,0CPTX5zbZUJNJjNCgx1PQh,spotify:track:0CPTX5zbZUJNJjNCgx1PQh,https://api.spotify.com/v1/tracks/0CPTX5zbZUJNJjNCgx1PQh,https://api.spotify.com/v1/audio-analysis/0CPTX5zbZUJNJjNCgx1PQh,186000,4,Groovin' High,Charlie Parker
0.715,0.21,8,-13.209,1,0.0431,0.967,0.928,0.106,0.501,116.692,audio_features,3bVs2zPaJJwKEAJqBUOUw5,spotify:track:3bVs2zPaJJwKEAJqBUOUw5,https://api.spotify.com/v1/tracks/3bVs2zPaJJwKEAJqBUOUw5,https://api.spotify.com/v1/audio-analysis/3bVs2zPaJJwKEAJqBUOUw5,200640,4,The Big Head,Coleman Hawkins
0.604,0.437,3,-10.528,1,0.0294,0.924,0.493,0.0879,0.918,90.782,audio_features,2yRJD9dhirurbqUBe4SsiO,spotify:track:2yRJD9dhirurbqUBe4SsiO,https://api.spotify.com/v1/tracks/2yRJD9dhirurbqUBe4SsiO,https://api.spotify.com/v1/audio-analysis/2yRJD9dhirurbqUBe4SsiO,198960,4,Night And Day,Coleman Hawkins Quartet
0.207,0.115,6,-13.296,1,0.0315,0.948,0.395,0.12,0.167,80.4,audio_features,7pBrUEBPHeZEbSp9P1yGwW,spotify:track:7pBrUEBPHeZEbSp9P1yGwW,https://api.spotify.com/v1/tracks/7pBrUEBPHeZEbSp9P1yGwW,https://api.spotify.com/v1/audio-analysis/7pBrUEBPHeZEbSp9P1yGwW,198867,4,(A Flower Is A Lovesome Thing) Passion Flower,Johnny Hodges
0.371,0.258,3,-12.92,1,0.0392,0.988,0.896,0.113,0.253,75.224,audio_features,2eFBbkBSmAYoNZeYuclXVK,spotify:track:2eFBbkBSmAYoNZeYuclXVK,https://api.spotify.com/v1/tracks/2eFBbkBSmAYoNZeYuclXVK,https://api.spotify.com/v1/audio-analysis/2eFBbkBSmAYoNZeYuclXVK,218475,4,As Time Goes By,Atlantic Five Jazz Band
0.592,0.214,5,-14.744,0,0.0359,0.907,0.654,0.0942,0.246,148.035,audio_features,2SR2psecgy5IuXtpiuwHkE,spotify:track:2SR2psecgy5IuXtpiuwHkE,https://api.spotify.com/v1/tracks/2SR2psecgy5IuXtpiuwHkE,https://api.spotify.com/v1/audio-analysis/2SR2psecgy5IuXtpiuwHkE,275200,4,Somewhere Over the Rainbow,New York Bar Quartett
0.636,0.273,7,-13.093,1,0.0278,0.779,0.808,0.12,0.254,99.867,audio_features,4nKe8aZqnO9GfkPd4e2d3w,spotify:track:4nKe8aZqnO9GfkPd4e2d3w,https://api.spotify.com/v1/tracks/4nKe8aZqnO9GfkPd4e2d3w,https://api.spotify.com/v1/audio-analysis/4nKe8aZqnO9GfkPd4e2d3w,251427,4,The Shadow of Your Smile,New York Bar Quartett
0.434,0.263,0,-9.866,1,0.0329,0.871,0.0113,0.134,0.443,94.705,audio_features,23F9wjkcFN3ZNb60YgFbvv,spotify:track:23F9wjkcFN3ZNb60YgFbvv,https://api.spotify.com/v1/tracks/23F9wjkcFN3ZNb60YgFbvv,https://api.spotify.com/v1/audio-analysis/23F9wjkcFN3ZNb60YgFbvv,230867,3,Time After Time,Sonny Stitt
0.42,0.0605,3,-21.717,1,0.0385,0.932,0.191,0.126,0.156,118.578,audio_features,2Oa0QFnmT8FASBWKZ8mMMt,spotify:track:2Oa0QFnmT8FASBWKZ8mMMt,https://api.spotify.com/v1/tracks/2Oa0QFnmT8FASBWKZ8mMMt,https://api.spotify.com/v1/audio-analysis/2Oa0QFnmT8FASBWKZ8mMMt,237773,4,Wonder Why,Kenny Burrell
0.53,0.306,9,-14.707,1,0.0378,0.872,0.877,0.105,0.115,84.222,audio_features,2SGjW2KmPaZHVcmFNnL1eb,spotify:track:2SGjW2KmPaZHVcmFNnL1eb,https://api.spotify.com/v1/tracks/2SGjW2KmPaZHVcmFNnL1eb,https://api.spotify.com/v1/audio-analysis/2SGjW2KmPaZHVcmFNnL1eb,275750,4,East West,Red Gazelle Trio
0.355,0.499,8,-11.083,1,0.0339,0.686,0.202,0.138,0.0928,94.331,audio_features,1V6oHVyR59tP8vhMVoHlSN,spotify:track:1V6oHVyR59tP8vhMVoHlSN,https://api.spotify.com/v1/tracks/1V6oHVyR59tP8vhMVoHlSN,https://api.spotify.com/v1/audio-analysis/1V6oHVyR59tP8vhMVoHlSN,596760,5,George,Baschnagel Group
0.415,0.613,0,-11.733,0,0.0854,0.447,0.304,0.973,0.602,114.004,audio_features,2jEMngdAUvtV3po63jPerj,spotify:track:2jEMngdAUvtV3po63jPerj,https://api.spotify.com/v1/tracks/2jEMngdAUvtV3po63jPerj,https://api.spotify.com/v1/audio-analysis/2jEMngdAUvtV3po63jPerj,655360,4,Blues Minor,Dal Sasso Big Band
0.607,0.595,5,-10.384,0,0.053,0.401,0.103,0.0832,0.603,115.05,audio_features,6EyWeVBVRGlO2xL4GGA2JG,spotify:track:6EyWeVBVRGlO2xL4GGA2JG,https://api.spotify.com/v1/tracks/6EyWeVBVRGlO2xL4GGA2JG,https://api.spotify.com/v1/audio-analysis/6EyWeVBVRGlO2xL4GGA2JG,271565,4,Opinions,Benjamin Deschamps
0.328,0.183,0,-11.359,0,0.0344,0.959,0.794,0.145,0.152,112.742,audio_features,1PwoKvz4l11uxujQ0QdHo6,spotify:track:1PwoKvz4l11uxujQ0QdHo6,https://api.spotify.com/v1/tracks/1PwoKvz4l11uxujQ0QdHo6,https://api.spotify.com/v1/audio-analysis/1PwoKvz4l11uxujQ0QdHo6,336667,4,Tristesse,Christophe Dal Sasso
